run_id,seed,month,simulated_date,prediction_id,agent,claim,confidence,claim_source,resolution_source,outcome,trust_before,trust_after,calibration_delta,explanation
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,31,2029-07-01,58fd5ac8-a2e5-4262-b9b7-0cf7fc54370d,Finance Controller,Month 31 gross revenue will be >= 69364.35.,0.6,market_oracle_pre_decision_signal:seed=7319:month=31,market_oracle_monthly_actual:seed=7319:month=31,True,0.09,0.09,0.0,gross revenue actual 131328.0 >= 69364.35
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,31,2029-07-01,f7f072f8-5cc2-4f58-b543-d6cbcada113c,Operations Manager,Month 31 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=31,market_oracle_monthly_actual:seed=7319:month=31,True,0.087,0.0871,0.0001,stockout risk actual 0.0448 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,31,2029-07-01,d545231d-c250-4238-986b-b548f0e2e1a5,Founder CEO,Month 31 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=31,market_oracle_monthly_actual:seed=7319:month=31,False,0.006,0.0058,-0.0002,health score actual -0.0432 < -0.0087
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,32,2029-08-01,83c730a9-2067-4de0-99b6-2d27a1d89450,Growth Marketer,Month 32 CAC will be <= 49.07.,0.62,market_oracle_pre_decision_signal:seed=7319:month=32,market_oracle_monthly_actual:seed=7319:month=32,True,0.6452,0.6562,0.011,CAC actual 35.71 <= 49.07
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,32,2029-08-01,5613e193-46c5-41f5-8fec-479e2202e5b1,Product Manager,Month 32 conversion rate will be >= 0.0459.,0.58,market_oracle_pre_decision_signal:seed=7319:month=32,market_oracle_monthly_actual:seed=7319:month=32,True,0.09,0.09,0.0,conversion actual 0.0623 >= 0.0459
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,32,2029-08-01,e084e93f-6c39-4bef-94b1-4c44845a920d,Finance Controller,Month 32 gross revenue will be >= 72007.65.,0.6,market_oracle_pre_decision_signal:seed=7319:month=32,market_oracle_monthly_actual:seed=7319:month=32,True,0.09,0.09,0.0,gross revenue actual 135378.0 >= 72007.65
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,32,2029-08-01,6ce93c82-3b77-44ad-a36b-cb23e21c0f8d,Operations Manager,Month 32 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=32,market_oracle_monthly_actual:seed=7319:month=32,True,0.0871,0.0872,0.0001,stockout risk actual 0.0448 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,32,2029-08-01,33f9660d-62df-4996-b5d4-61c12aea4fc9,Founder CEO,Month 32 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=32,market_oracle_monthly_actual:seed=7319:month=32,False,0.0058,0.0056,-0.0002,health score actual -0.0496 < -0.0332
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,33,2029-09-01,63ee84db-1401-4583-b06e-44603f1ec37b,Growth Marketer,Month 33 CAC will be <= 46.55.,0.62,market_oracle_pre_decision_signal:seed=7319:month=33,market_oracle_monthly_actual:seed=7319:month=33,True,0.6562,0.6667,0.0105,CAC actual 33.8 <= 46.55
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,33,2029-09-01,0e4965d8-add1-455f-a3ee-a543ac01f4da,Product Manager,Month 33 conversion rate will be >= 0.0469.,0.58,market_oracle_pre_decision_signal:seed=7319:month=33,market_oracle_monthly_actual:seed=7319:month=33,True,0.09,0.09,0.0,conversion actual 0.0604 >= 0.0469
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,33,2029-09-01,b4664522-a673-4f53-80eb-352c145bdc65,Finance Controller,Month 33 gross revenue will be >= 74873.70.,0.6,market_oracle_pre_decision_signal:seed=7319:month=33,market_oracle_monthly_actual:seed=7319:month=33,True,0.09,0.09,0.0,gross revenue actual 141183.0 >= 74873.70
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,33,2029-09-01,8bd02190-cfb3-499b-8293-6279c38f2b53,Operations Manager,Month 33 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=33,market_oracle_monthly_actual:seed=7319:month=33,True,0.0872,0.0873,0.0001,stockout risk actual 0.0448 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,33,2029-09-01,8a6aab63-9b78-4eda-ac11-a9ae3dbd3fd0,Founder CEO,Month 33 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=33,market_oracle_monthly_actual:seed=7319:month=33,False,0.0056,0.0055,-0.0001,health score actual -0.0411 < -0.0396
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,34,2029-10-01,e07d4b46-80df-450b-8ed4-4ea0c4e9d443,Growth Marketer,Month 34 CAC will be <= 46.10.,0.62,market_oracle_pre_decision_signal:seed=7319:month=34,market_oracle_monthly_actual:seed=7319:month=34,True,0.6667,0.6765,0.0098,CAC actual 36.14 <= 46.10
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,34,2029-10-01,2dce1598-14fa-4d47-95d0-a56babd9ede0,Product Manager,Month 34 conversion rate will be >= 0.0510.,0.58,market_oracle_pre_decision_signal:seed=7319:month=34,market_oracle_monthly_actual:seed=7319:month=34,True,0.09,0.09,0.0,conversion actual 0.0645 >= 0.0510
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,34,2029-10-01,4ecd17b2-da7e-4d0e-9ed7-51769788191c,Finance Controller,Month 34 gross revenue will be >= 77531.85.,0.6,market_oracle_pre_decision_signal:seed=7319:month=34,market_oracle_monthly_actual:seed=7319:month=34,True,0.09,0.09,0.0,gross revenue actual 145314.0 >= 77531.85
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,34,2029-10-01,9224e866-4fd1-42c6-85b8-37953962f7ff,Operations Manager,Month 34 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=34,market_oracle_monthly_actual:seed=7319:month=34,True,0.0873,0.0874,0.0001,stockout risk actual 0.0448 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,34,2029-10-01,71bb8c48-e0e9-4f23-95f9-5902a7530205,Founder CEO,Month 34 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=34,market_oracle_monthly_actual:seed=7319:month=34,False,0.0055,0.0053,-0.0002,health score actual -0.0588 < -0.0311
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,35,2029-11-01,0db4c409-25ed-4796-9d7d-7d9d4f4393a4,Growth Marketer,Month 35 CAC will be <= 45.16.,0.62,market_oracle_pre_decision_signal:seed=7319:month=35,market_oracle_monthly_actual:seed=7319:month=35,True,0.6765,0.6857,0.0092,CAC actual 42.4 <= 45.16
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,35,2029-11-01,e38f366e-c58b-4f42-8f71-26b81b7fdf96,Product Manager,Month 35 conversion rate will be >= 0.0486.,0.58,market_oracle_pre_decision_signal:seed=7319:month=35,market_oracle_monthly_actual:seed=7319:month=35,True,0.09,0.09,0.0,conversion actual 0.0572 >= 0.0486
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,35,2029-11-01,5e42382d-f9c8-4077-93a7-5215417bc42b,Finance Controller,Month 35 gross revenue will be >= 80071.20.,0.6,market_oracle_pre_decision_signal:seed=7319:month=35,market_oracle_monthly_actual:seed=7319:month=35,True,0.09,0.09,0.0,gross revenue actual 148743.0 >= 80071.20
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,35,2029-11-01,4f696be2-63ec-4413-a210-47d9a3cddc0e,Operations Manager,Month 35 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=35,market_oracle_monthly_actual:seed=7319:month=35,True,0.0874,0.0874,0.0,stockout risk actual 0.0448 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,35,2029-11-01,153b07f6-9d68-44c1-907a-4129ff37c9c6,Founder CEO,Month 35 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=35,market_oracle_monthly_actual:seed=7319:month=35,False,0.0053,0.0051,-0.0002,health score actual -0.0539 < -0.0488
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,36,2029-12-01,a7170f83-5bf8-431d-b205-5c22dd0c4da3,Growth Marketer,Month 36 CAC will be <= 44.95.,0.62,market_oracle_pre_decision_signal:seed=7319:month=36,market_oracle_monthly_actual:seed=7319:month=36,True,0.6857,0.6944,0.0087,CAC actual 41.81 <= 44.95
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,36,2029-12-01,2ec9fe2e-753b-4d1b-89da-2121c82033ed,Product Manager,Month 36 conversion rate will be >= 0.0521.,0.58,market_oracle_pre_decision_signal:seed=7319:month=36,market_oracle_monthly_actual:seed=7319:month=36,True,0.09,0.09,0.0,conversion actual 0.0529 >= 0.0521
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,36,2029-12-01,2a25d39d-ab50-4fe5-a178-3075833e120b,Finance Controller,Month 36 gross revenue will be >= 81905.18.,0.6,market_oracle_pre_decision_signal:seed=7319:month=36,market_oracle_monthly_actual:seed=7319:month=36,True,0.09,0.09,0.0,gross revenue actual 152847.0 >= 81905.18
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,36,2029-12-01,cd9a911d-fbca-4ca2-8bdb-14589ca55865,Operations Manager,Month 36 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=36,market_oracle_monthly_actual:seed=7319:month=36,True,0.0874,0.0875,0.0001,stockout risk actual 0.0448 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,36,2029-12-01,edc666f4-c068-4730-a658-f28a0b6501a7,Founder CEO,Month 36 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=36,market_oracle_monthly_actual:seed=7319:month=36,False,0.0051,0.005,-0.0001,health score actual -0.0528 < -0.0439
